"id","lon","lat","sum_raw","mean_raw","median_raw","sum_obj","mean_obj","median_obj","served_lsoa_i"
175,0.0536208444500775,51.476279838748,158837173.029943,4836.10927505613,3516.84832476512,2303400261241020,70131538827.2141,20260723321.5036,74
176,0.0483979993140459,51.5120527894994,158921906.453874,4838.68915034327,3520.20236431337,2304132608871295,70153836587.2395,20317760104.8986,41
177,0.0587554973518159,51.5107842289345,158916016.368923,4838.50981515414,3519.5785294439,2304030812896096,70150737209.1127,20317760104.8986,60
178,0.0391548148220723,51.4804794517183,158845289.496122,4836.35639678852,3517.69979234939,2303509602798701,70134867945.3995,20266617795.0174,72
179,0.045891757938119,51.5411892245634,158830662.519035,4835.91104978183,3520.20236431337,2303468378324310,70133612785.4193,20304188241.0072,87
180,0.0340549813141354,51.5006382942609,158905248.034926,4838.18195210468,3519.5785294439,2303976932984459,70149096729.5232,20293448639.3304,45
181,0.0451517682221206,51.5968216266602,158862615.689912,4836.88392674193,3518.76651176415,2303647708040613,70139072830.3682,20274716596.7099,52
182,0.045651558627886,51.6089025063445,158867703.443227,4837.0388333707,3518.76651176415,2303680710463913,70140077653.8763,20274716596.7099,51
183,0.0333707511623759,51.5581785742872,158893679.906561,4837.82973774694,3520.20236431337,2303896544589846,70146649147.1759,20304188241.0072,55
184,0.0426387531613345,51.5683714260062,158917195.247636,4838.54570842881,3519.85998217857,2304112904782478,70153236657.608,20317760104.8986,30
185,0.0180073771273776,51.5391628197547,158835979.028355,4836.07292133585,3520.20236431337,2303484406220544,70134100786.1571,20304188241.0072,77
186,0.0378156489196008,51.584747384906,158883801.939017,4837.52898365049,3519.72550703154,2303840098890684,70144930547.1527,20299220893.6615,46
187,0.02518439418806,51.4609397323794,158873578.632819,4837.21771504137,3519.5785294439,2303757529644494,70142416564.5017,20286416760.8295,54
188,0.00581125733609334,51.470526097784,158878138.249438,4837.35654151255,3519.67856899367,2303787969755702,70143343373.3925,20287599925.4127,53
189,0.000850834178838807,51.4772350764112,158876588.54755,4837.30935779899,3519.67856899367,2303773440151686,70142900991.0999,20293448639.3304,55
190,-0.0112913936574869,51.4928003214092,158883278.668256,4837.51305164585,3519.85998217857,2303860257716762,70145544322.1521,20301819375.949,48
191,0.0156094179320372,51.4942459218368,158889978.739922,4837.71704846917,3519.67856899367,2303870468197338,70145855200.26,20287599925.4127,44
192,0.013146408929789,51.6115266912642,158884790.541962,4837.55908360621,3519.6106969824,2303850319366034,70145241729.5711,20286416760.8295,52
193,0.294791946347854,51.6092392899873,158889219.314321,4837.69392626722,3518.45905570338,2303765883220990,70142670905.5228,20286416760.8295,29
194,0.308278218096712,51.6275037120742,158875200.621237,4837.26709966011,3517.60581754224,2303615012237875,70138077342.5245,20272115636.9362,36
195,0.312216390162901,51.6156594064482,158877544.276131,4837.33845683021,3517.60581754224,2303653330267616,70139244010.0967,20273768158.2309,29
196,0.278129578025245,51.5068265494146,158824597.657133,4835.72639316565,3514.94758112841,2302737680250326,70111365249.3706,20235462553.0036,36
197,0.300051967137633,51.4886813452862,158811763.992831,4835.33564708413,3514.97261683947,2302586859224233,70106773207.4118,20235239567.1193,54
198,0.245093816611858,51.5855047107892,158887623.351802,4837.64533405802,3518.45905570338,2303785682928404,70143273746.45,20283931373.2255,33
199,0.254930381906242,51.6042945468701,158904984.777913,4838.17393672858,3519.72550703154,2303953940980481,70148396692.8657,20301819375.949,27
200,0.236361796755049,51.5531834934092,158877482.297527,4837.33656977002,3517.8546122951,2303630932933600,70138562079.3326,20273768158.2309,38
201,0.260840277243059,51.5180876452056,158847488.104794,4836.42333774186,3515.84838010855,2302966384323529,70118328593.4578,20256093986.9695,35
202,0.261274439239477,51.5086462588781,158835321.196817,4836.05289236443,3515.13746753318,2302818329778846,70113820782.4518,20252961601.5772,36
203,0.215020707100035,51.5776137073994,158900880.754905,4838.04898169847,3519.72550703154,2303963470266074,70148686830.6562,20301819375.949,39
204,0.229690771490502,51.6073732394155,158892515.252914,4837.79427758232,3519.73672374342,2303930895343623,70147695023.25,20317760104.8986,29
205,0.238721830634524,51.6148602149464,158905672.749895,4838.19488338493,3519.78460360849,2303991470401126,70149539349.6872,20317760104.8986,20
206,0.268430326141244,51.629126426462,158919258.144707,4838.60851737629,3519.78460360849,2304024532679668,70150545995.6055,20322433897.1252,28
207,0.286063301253279,51.608868859387,158898091.823833,4837.9640672218,3519.18268526671,2303851048479476,70145263928.86,20286416760.8295,27
208,0.289648366479667,51.6205232253579,158890824.650816,4837.74280388553,3519.18268526671,2303806123459122,70143896098.4996,20286416760.8295,36
209,0.199437540956183,51.5565782892868,158920965.614895,4838.66050465519,3519.73672374342,2304097578149812,70152770008.215,20310067630.8764,68
210,0.209669069220681,51.5375608733272,158877742.084456,4837.34447949264,3517.69979234939,2303585240110206,70137170871.7028,20283931373.2255,44
211,0.171310817238239,51.6135235886061,158905456.198543,4838.18829005427,3519.72550703154,2303942613925610,70148051818.4633,20304188241.0072,23
212,0.185043779398046,51.5971853420521,158904631.100961,4838.16316834008,3519.73672374342,2304009688101428,70150094023.305,20310067630.8764,39
213,0.190123677080938,51.5890439127016,158920007.031741,4838.63131871091,3519.78460360849,2304114090558426,70153272760.8826,20317760104.8986,49
214,0.191597032743095,51.6094944870009,158906964.63047,4838.23421722295,3519.78460360849,2303981868101894,70149246988.8532,20317760104.8986,27
215,0.172674419953726,51.5760967242245,158879605.362298,4837.40121064116,3515.13746753318,2303701052415682,70140697004.4965,20252961601.5772,62
216,0.166066091152703,51.5329416271201,158827772.808581,4835.8230668792,3514.80601197177,2303115102005614,70122856594.9828,20211822572.9057,69
217,0.178141161962856,51.543371346587,158844204.036427,4836.3233478391,3514.61440050976,2303324280950820,70129225458.2517,20212754134.0809,72
218,0.180989283216674,51.5509157257872,158861311.335588,4836.84421311618,3514.94758112841,2303479577397814,70133953763.1779,20235239567.1193,72
219,0.163214211011141,51.5598026307215,158828337.193262,4835.8402506778,3513.81432177293,2303185202144731,70124990931.2121,20196602333.8824,76
220,0.161113775652682,51.4571841126972,158853815.029211,4836.61597336532,3515.52720982648,2303478184697731,70133911359.6922,20260723321.5036,56
221,0.159375521209312,51.4875134435345,158802852.007454,4835.06430420942,3513.1070222775,2302771535989928,70112396053.7671,20211822572.9057,74
222,0.136427707690244,51.5571207965918,158784297.705017,4834.49938207943,3511.97914381758,2302835061027970,70114330198.1479,20177735798.0298,89
223,0.133025345844536,51.5442879083932,158793378.484359,4834.77586421749,3514.04509110668,2302900707783770,70116328942.3874,20198600363.1599,95
224,0.141593000377376,51.5353298371611,158807124.402453,4835.194385655,3514.5034976939,2302948168505054,70117773977.136,20211822572.9057,84
225,0.157273212505861,51.5364548415707,158813163.087857,4835.37824527638,3514.61440050976,2303013444201088,70119761423.733,20212754134.0809,75
226,0.128637444236427,51.4998817620394,158802859.926618,4835.06454532388,3511.95377141517,2302736554893089,70111330985.6622,20176943408.9067,70
227,0.134959474451702,51.6183424244975,158896749.007674,4837.92318255005,3517.60581754224,2303786295399551,70143292394.3354,20273768158.2309,24
228,0.117065337347764,51.4551396379366,158926424.679441,4838.82671658267,3520.20236431337,2304157883781056,70154606131.4412,20322433897.1252,86
229,0.102965966510472,51.4728922319933,158828649.53554,4835.84976055107,3514.5034976939,2303135573818002,70123479899.4642,20212754134.0809,95
230,0.109579307402981,51.5436030257789,158839763.225814,4836.18813864979,3514.89261528599,2303303798436996,70128601827.9441,20235239567.1193,93
231,0.121323970895036,51.5330771123161,158829065.765463,4835.86243348747,3514.5034976939,2303115355149850,70122864302.4556,20210878027.7493,81
232,0.119836284169075,51.4801302508425,158794930.126397,4834.82310700272,3511.57813872889,2302727829767840,70111065332.1106,20182305340.2304,92
233,0.103120213976759,51.5742300444576,158847038.456662,4836.40964732256,3514.94758112841,2303377107778808,70130833874.644,20228690947.8158,75
234,0.131532646484628,51.5754825882354,158824664.160964,4835.72841800524,3514.89261528599,2303180510679890,70124848090.3633,20214519593.1333,68
235,0.116458912445789,51.5593888924278,158806810.28628,4835.18482177202,3514.04509110668,2303045355641152,70120733030.1167,20206998894.1401,92
236,0.0989863478796138,51.5928325593797,158858763.939002,4836.76665263067,3514.94758112841,2303433681120093,70132556360.982,20235462553.0036,55
