"index","objective"
1218,2303126360087438
1219,2304075279053646
1220,2297997624855036
1221,2297283450892506
1222,2290752117212204
1223,2289743670351884
1224,2298163355381416
1225,2288620446969906
1226,2304119623460136
1227,2303909641437330
1228,2302106304208872
1229,2303772083839534
1230,2300749627218674
1231,2303608218714219
1232,2304112117477674
1233,2303900964185483
1234,2288844396166137
1235,2300095177876334
1236,2302433319898183
1237,2303318254334729
1238,2302544964309958
1239,2302556331829740
1240,2303428797048336
1241,2302014194987472
1242,2303918341158996
1243,2300871868176569
1244,2301726583152598
1245,2301308221593206
1246,2301098804877756
1247,2302093643364952
1248,2301652720965852
1249,2303204807625914
1250,2303804785935543
1251,2303665771255095
1252,2302001576604640
1253,2291850490687844
1254,2299981911585014
1255,2303823908582418
1256,2303392545773360
1257,2292234542862054
1258,2303499935641152
1259,2303214719996381
1260,2299238370321598
1261,2303890965161726
1262,2303672594432524
1263,2302676154264524
1264,2298510343778842
1265,2300062265792095
1266,2303695204475557
1267,2303733154773474
1268,2302960400826391
1269,2304002817141737
1270,2298398700920664
1271,2299540919040514
1272,2301297128082513
1273,2301194206417712
1274,2303193622432385
1275,2303146119636000
1276,2302980488275622
1277,2298299040222324
1278,2300179235642396
1279,2303739111642796
1280,2303022225037254
1281,2303325908989382
1282,2301875628598718
1283,2301066564756408
1284,2303927997968098
1285,2303863547658224
1286,2303972900891531
1287,2303850596976052
1288,2304133704138012
1289,2304112648514873
1290,2299967238157326
1291,2303532730720152
1292,2304051923159583
1293,2303901078380129
1294,2294155488039942
1295,2261912611079316
1296,2303016624349335
1297,2303989041719498
1298,2302905672636049
1299,2303428708325361
1300,2303803242555840
1301,2303760444697044
1302,2253163362528984
1303,2302313002452430
1304,2303533009036736
1305,2302793902881572
1306,2304037030337180
1307,2303539740189238
1308,2264539137867134
1309,2304122025030020
1310,2304099984243986
1311,2303478438286372
1312,2302301352802120
1313,2303958914028363
1314,2304057719622958
1315,2303854361761603
1316,2303842357894472
1317,2303271395652897
1318,2302267223764758
1319,2303972381943198
1320,2303940076926761
1321,2302979468798678
1322,2303311364270082
1323,2298493382585308
1324,2295468625561318
1325,2303963036696640
1326,2290735286072742
1327,2303961084039416
1328,2303847999643034
1329,2304183515117389
1330,2302855376424058
1331,2304120775026310
1332,2304015083712788
1333,2304144145832930
1334,2304165875416603
1335,2303007084705360
1336,2303823157562706
1337,2304120103249428
1338,2303924611008174
1339,2303215684756041
1340,2300033807835738
1341,2304128400966634
1342,2301193526869160
1343,2303250973651904
1344,2303068997191944
1345,2304111686399546
1346,2299492071739604
1347,2303582913264832
1348,2303566638435998
1349,2303913521815975
1350,2302476772585835
1351,2304119575145858
1352,2287121519704616
1353,2302407436979418
1354,2302728856367395
1355,2304162587314144
1356,2304066584488080
1357,2300039144135202
1358,2301434781705040
1359,2297061871768609
1360,2297180627202998
1361,2301884742837576
1362,2295315895608810
1363,2302619394160352
1364,2296555906472526
1365,2302515153889842
1366,2303899616769257
1367,2303770501228963
1368,2299376527074859
1369,2303755585262128
1370,2303633506693302
1371,2303876630453802
1372,2303911211310720
1373,2298922743674840
1374,2302848139053642
1375,2303944548516661
1376,2302738616677117
1377,2303639236216088
1378,2300973614239880
1379,2304015447023261
1380,2301803606083958
1381,2303973187266770
1382,2303508057919455
1383,2304057015424315
1384,2303497710938741
1385,2304050675483011
1386,2304109671442270
1387,2303570267982465
1388,2304166988075922
1389,2303323846058172
1390,2303595200360154
1391,2303906443539848
1392,2304095122933510
1393,2303236563888799
1394,2304161414558318
1395,2303604235603188
1396,2303044784060982
1397,2303628217959406
1398,2303709258763209
1399,2303697709053682
1400,2294344921123096
1401,2303642157377781
1402,2297205457051071
1403,2303606292113097
1404,2294187133371682
1405,2298376367361494
1406,2303127394766968
1407,2293650015517114
1408,2301430142105087
1409,2300029863872416
1410,2303689525742160
1411,2299337757871966
1412,2299703263714050
1413,2293693376734587
1414,2301297622676944
1415,2301610848110716
1416,2301584882908133
1417,2302949110481036
1418,2303707393740546
1419,2294860288084810
1420,2303180504543360
1421,2303995305841199
1422,2303412028017203
1423,2303999110808108
1424,2301645266926682
1425,2304113103545376
1426,2303715390416906
1427,2303738447454118
1428,2303848035948218
1429,2297843191804436
1430,2297818156834496
1431,2297040110729552
1432,2295775107946464
1433,2298386260750934
1434,2302933762661964
1435,2303527161200072
1436,2295768295536848
1437,2302171290866378
1438,2303561746787207
1439,2302699463767750
1440,2301994655984368
1441,2302346716901148
1442,2302796342531978
1443,2303529815482457
1444,2299988742240956
1445,2291149889397952
1446,2303860029313986
1447,2301528904859798
1448,2292805097420380
1449,2302205682365441
1450,2302503838656870
1451,2302344650613761
1452,2301376685961444
1453,2303754625460971
1454,2296550442736082
1455,2304019463565406
1456,2303578182508760
1457,2304024924874213
1458,2302548209651386
1459,2302560292499228
1460,2302257718625764
1461,2303878756503006
1462,2301701170220648
1463,2303493687766879
1464,2295016570878512
1465,2303432907565222
1466,2301871310668912
1467,2302889906583644
1468,2294989845182306
1469,2303904774320986
1470,2301095569344584
1471,2302782082082158
1472,2303931325156292
1473,2304018540782070
1474,2303893838795529
1475,2301135251452578
1476,2303902766205968
1477,2303663159500096
1478,2303869559949938
1479,2301251513611400
1480,2303576005181520
1481,2303941626410988
1482,2304148076439409
1483,2304018052783737
1484,2303899365395276
1485,2303595135667150
1486,2303848266542052
1487,2302513455268242
1488,2303769611265278
1489,2303948545688794
1490,2302980517707674
1491,2303993276050910
1492,2303636184478558
1493,2301655907586612
1494,2304180685311539
1495,2303957043402451
