"index","objective"
8016,2303740624716214
8017,2303713205841160
8018,2303794109251748
8019,2304142490165192
8020,2302541234654179
8021,2303958651306530
8022,2303106753299758
8023,2303512962890493
8024,2303311324702412
8025,2302585300377724
8026,2303782863866773
8027,2303948843950054
8028,2302808339461881
8029,2302677049530964
8030,2291350167077703
8031,2303662663008850
8032,2303773088690445
8033,2300486305281621
8034,2303734353399387
8035,2303576377212594
8036,2303587305300960
8037,2301741755554608
8038,2299452561303216
8039,2302015816675862
8040,2298963085547952
8041,2303554173473073
8042,2303668775267644
8043,2303262958577233
8044,2299846442887650
8045,2303722411019426
8046,2299821880440562
8047,2303590296477224
8048,2302703585948631
8049,2302128120324602
8050,2302754620160760
8051,2296359997226797
8052,2303153937426031
8053,2296327299957671
8054,2303435460108324
8055,2303225381627933
8056,2303737827027081
8057,2303184740650538
8058,2303308004076552
8059,2303568279338798
8060,2295808563120732
8061,2303660575365026
8062,2302478893317788
8063,2303541448618894
8064,2303550386757307
8065,2303564438209188
8066,2298271369822230
8067,2302118669718708
8068,2303757518881516
8069,2304001528617976
8070,2303734713416153
8071,2292986873972880
8072,2303758396463580
8073,2303606175187546
8074,2302228099469393
8075,2303619458780528
8076,2303377154649864
8077,2303953264714799
8078,2302697141212463
8079,2303395508375940
8080,2297396310761631
8081,2302525579661186
8082,2300502794467670
8083,2304070532952705
8084,2296045718384654
8085,2301914172990288
8086,2303607863269230
8087,2296125429896048
8088,2303998531628417
8089,2302862221844068
8090,2303831917624078
8091,2295732531321532
8092,2303827119195436
8093,2301972114431080
8094,2303097303414674
8095,2301917020845918
8096,2303540115089441
8097,2304101402694439
8098,2302321940646840
8099,2300323849934945
8100,2303916855652640
8101,2301941033671748
8102,2292873818000407
8103,2298182932058245
8104,2300244941136396
8105,2301917886935555
8106,2282485477689988
8107,2301690646167819
8108,2301679334738947
8109,2303192055879552
8110,2302380497923846
8111,2302271830084278
8112,2303921226974580
8113,2299543556004240
8114,2303614595603181
8115,2301998362337562
8116,2301118723253396
8117,2302422094899988
8118,2303783497508584
8119,2298533417481555
8120,2292078769631174
8121,2303575002466558
8122,2302598949430782
8123,2303915299706686
8124,2303752275437831
8125,2304077005281765
8126,2301948752098895
8127,2302674204975829
8128,2300124679010202
8129,2303901628134053
8130,2298775952304560
8131,2302521807094213
8132,2302443623706495
8133,2302812011289892
8134,2304065776119337
8135,2302686942589684
8136,2301624505735010
8137,2287842875106428
8138,2302615774658666
8139,2303740026517938
8140,2304019682691556
8141,2301544271957007
8142,2302610401495877
8143,2303538826295252
8144,2302656754203792
8145,2303154844908106
8146,2303856754753328
8147,2303959857763417
8148,2303923347027384
8149,2303538313125178
8150,2303565132297688
8151,2303014439354353
8152,2302073566373108
8153,2303958879634290
8154,2301547229765901
8155,2300882680882291
8156,2298399206521338
8157,2300568565634180
8158,2303582743787774
8159,2300598734811759
8160,2293438752677448
8161,2303158148388980
8162,2295964599395229
8163,2300623156682174
8164,2303526274769884
8165,2301762039125991
8166,2299470203178752
8167,2301472132860491
8168,2294930381777528
8169,2294933379590948
8170,2303567480000214
8171,2301252548029812
8172,2303555036895714
8173,2295704707794989
8174,2304176920227398
8175,2301458169557208
8176,2303628515611696
8177,2302004355472516
8178,2304169742946676
8179,2304012137534626
8180,2303893922829100
8181,2302526167926816
8182,2301853672152363
8183,2302598452892512
8184,2295466636875108
8185,2302707756354692
8186,2301057002879678
8187,2301796066996508
8188,2301847471642359
8189,2298918784891379
8190,2303109843364607
8191,2294770439342927
8192,2300039045505163
8193,2299374642884600
8194,2303920107381456
8195,2301201010220280
8196,2302973610486800
8197,2303657213696986
8198,2301323223231780
8199,2303291255315860
8200,2301856351509440
8201,2299208063574688
8202,2300218315917484
8203,2303608088551054
8204,2288596085866954
8205,2301513977491480
8206,2302066906449466
8207,2303252322598752
8208,2271851298110866
8209,2303706823604759
8210,2303607437904901
8211,2304034605129509
8212,2304144901432424
8213,2303563434074906
8214,2303711247563905
8215,2303718091955082
8216,2291146524622630
8217,2303626725411486
8218,2303053313505106
8219,2303491229556496
8220,2281139253369183
8221,2304164303855610
8222,2300836636550789
8223,2303690473044860
8224,2303043372885081
8225,2304103608252398
8226,2269626042476624
8227,2302902753259638
8228,2297421036556665
8229,2303297530791914
8230,2300416952108857
8231,2298463326942793
8232,2303576163523501
8233,2302517874476591
8234,2302950033466008
8235,2300586648266730
8236,2300854114485816
8237,2301999494142802
8238,2303407536802176
8239,2300452203054394
8240,2302066898326400
8241,2301173027295184
8242,2301904249516540
8243,2303841741267044
8244,2304102683339520
8245,2301978407369990
8246,2303485026855718
8247,2301493066474058
8248,2303783011788743
8249,2303841978463994
8250,2301667317594790
8251,2301733668622571
8252,2303554813110273
8253,2303778661902844
8254,2303068784951921
8255,2301687458630247
8256,2302914565283250
8257,2299457580810115
8258,2303060572000110
8259,2303297058945340
8260,2303336984269953
8261,2300642502814674
8262,2302574895811306
8263,2302716055006328
8264,2303321068081717
8265,2303809046137760
8266,2302646063974771
8267,2301366452808664
8268,2302505252049752
8269,2293933571900362
8270,2302839583585996
8271,2303835987991689
8272,2302747771953220
8273,2303045506152818
8274,2302910174811020
8275,2301930752971803
8276,2299735638203392
8277,2302892364750116
8278,2303851825713316
8279,2294407729650860
8280,2302187614128085
8281,2302914164727598
8282,2302331764392702
8283,2295404552424055
8284,2302942576599450
8285,2303935542030844
8286,2302758027272030
8287,2303881086188256
8288,2303497520727439
8289,2303921619299600
8290,2302862542419463
8291,2298912907204456
8292,2300637056506328
8293,2304123459670413
8294,2295969066905924
8295,2303255616716376
8296,2302997696816061
8297,2304147873347092
8298,2302212174606755
8299,2299358118199193
8300,2299433096945548
8301,2302492751779052
8302,2303960527451333
8303,2303794407149553
8304,2304089737972570
8305,2303869923788304
8306,2303888497095042
8307,2303768908956452
8308,2303075417878578
8309,2301950672752406
8310,2303652968992474
8311,2302676278516021
8312,2304063510303842
8313,2299346605224105
8314,2302738405690290
8315,2298994627290164
8316,2302989256341792
8317,2300297025217080
8318,2302973062965834
8319,2304077015872086
8320,2299792567727506
8321,2268385623600234
8322,2300345767015164
8323,2268045049772079
8324,2302669207573816
8325,2296883224365409
8326,2296898867923515
8327,2303454121409828
8328,2304071739819804
8329,2297344788101284
8330,2299327066941096
8331,2299205223191009
8332,2303227957971147
8333,2302746110037880
8334,2303468622092247
8335,2281943612218300
8336,2303120321837698
8337,2303387021052533
8338,2303812627177488
8339,2301633409175314
8340,2302368558636098
8341,2303720648022812
8342,2302408594707243
8343,2304153139479238
8344,2300685492320276
8345,2303137336603660
8346,2299824931953013
8347,2302089280348786
8348,2302167154778302
8349,2303191361061898
8350,2302329241964703
8351,2303292506932793
8352,2303958916696040
8353,2298956257529498
8354,2304099334068888
8355,2301530445051737
8356,2302867313327129
8357,2299236141258312
8358,2303733765689004
8359,2302324864892690
8360,2303367684496135
8361,2300461218546338
8362,2303871234518763
8363,2287115898848596
8364,2303975865115028
8365,2302482453211840
8366,2302219429967088
8367,2286630933538032
8368,2303959969026560
8369,2303022008670848
8370,2296346939245582
8371,2301789805900843
8372,2304110323514107
8373,2302494267271760
8374,2303986750807120
8375,2303368100441892
8376,2300540208314202
8377,2304028159984717
8378,2289974236392482
8379,2304102178824171
8380,2301240991325378
8381,2304147126588356
8382,2302315063789636
8383,2303160284796256
8384,2302031564819768
8385,2299012548008752
8386,2302260645148975
8387,2302684138575959
8388,2304004516675708
8389,2302528180066372
8390,2303979417486262
8391,2304087225961166
8392,2302734742480626
8393,2302822416930476
8394,2303007567999264
8395,2302632446173974
8396,2301303654681326
8397,2302809477245136
8398,2302497755828088
8399,2303185013486546
8400,2293186379625526
8401,2303471868934502
8402,2289735601576267
8403,2303135446008247
8404,2285082285333572
8405,2282505920813089
8406,2302935643209992
8407,2286565091547472
8408,2303130577027203
8409,2303941126543644
8410,2289404947136887
8411,2288390401520141
8412,2303517912242406
8413,2302669322017936
8414,2303366460708076
8415,2301089037714790
8416,2301977578900820
8417,2304020224010227
8418,2297499836611436
8419,2303568322935853
8420,2303354150286152
8421,2303686359091267
8422,2304075561432228
8423,2303539779893916
8424,2303737253381084
8425,2301061504208734
8426,2301768746428232
8427,2302021352156777
8428,2301498629547611
8429,2304130134606997
8430,2304098280053312
8431,2303934007795772
8432,2303926775172032
8433,2301703088611480
8434,2303703722841154
8435,2303650707347044
8436,2303967888458904
8437,2298832546797944
8438,2297889744154493
8439,2303954310484144
8440,2301315818370988
8441,2304070497997018
8442,2303489139036998
8443,2303369460937085
8444,2304046489643441
8445,2301877706383318
8446,2303637433803872
8447,2303371072032600
8448,2297985561405239
8449,2302974704899234
8450,2297465938415551
8451,2298625926694305
8452,2303826110042299
8453,2303767489656237
8454,2303968969535956
8455,2303761980802510
8456,2302548359548014
8457,2298527427583696
8458,2302910743486331
8459,2303804720757747
8460,2302913743890762
8461,2299426193073968
8462,2303541782239944
8463,2303651181531948
8464,2303835399456211
8465,2297501400563377
8466,2303400020923375
8467,2303157402897406
8468,2302792018870564
8469,2304069422762580
8470,2303616424806581
8471,2300331161349766
8472,2303921251006984
8473,2302052822814384
8474,2303467542717392
8475,2299216197109896
8476,2302637758367567
8477,2302462794464544
8478,2303560212571164
8479,2301980069437587
8480,2303666159812354
8481,2301348874547274
8482,2297979614992096
8483,2303833798419638
8484,2303786697555779
8485,2300948952869496
8486,2301809751354560
8487,2303743679482032
8488,2297793900281655
8489,2303537879034578
8490,2303852936355530
8491,2304086242161257
8492,2302823979649678
8493,2303255900809864
8494,2301567671470628
8495,2299053988052040
8496,2304046888259327
8497,2303261265140304
8498,2303293260096259
8499,2302486544292300
8500,2302764617136282
8501,2303359768546366
8502,2302610762273647
8503,2303853753790342
8504,2302153934505680
8505,2302693444692132
8506,2303933156019710
8507,2303114594701852
8508,2304014450522498
8509,2301202667757440
8510,2304086792147150
8511,2302680983930312
8512,2304138023276788
8513,2302548799156846
8514,2304138934301885
8515,2303525383468776
8516,2303023181987322
8517,2303582475401590
8518,2304095505437068
8519,2303648510851814
8520,2304158449335988
8521,2303547928563318
8522,2301356381654236
8523,2303617718328159
8524,2301400797301513
8525,2303842369600600
8526,2304069804392512
8527,2303340818891926
8528,2302483021090469
8529,2303356291221957
8530,2302451608714762
8531,2298809678613500
8532,2303051860678818
8533,2303550494567774
8534,2303816393010702
8535,2304145836136373
8536,2296009829466015
8537,2303789438521693
8538,2296495196769020
8539,2298133554831718
8540,2301970667723899
8541,2303944898976656
8542,2302491191018494
8543,2304050845128492
8544,2301726881736363
8545,2282341859824697
8546,2301604903158732
8547,2300098074935991
8548,2303719311991089
8549,2298583835320832
8550,2302016450861668
8551,2282391991294977
8552,2302664220382092
8553,2299081639304130
8554,2303022297170931
8555,2303542779597138
8556,2303974633024802
8557,2283259250976254
8558,2302287469769266
8559,2303384729506803
8560,2304035252176614
8561,2303809231685344
8562,2301828673773737
8563,2299960974325562
8564,2303573948587293
8565,2304070005859460
8566,2296441355531318
8567,2303266166795418
8568,2302967168443476
8569,2303733024390499
8570,2303980566641480
8571,2304092200396705
8572,2304061889851428
8573,2299770008830368
8574,2303770785192314
8575,2303632099225926
8576,2298721483543629
8577,2299429151852624
8578,2303107325430080
8579,2298354155918630
8580,2304151222662970
8581,2301871896153436
8582,2301998911816659
8583,2282392786834584
8584,2303914668657819
8585,2301070934994117
8586,2303767772270124
8587,2303681049916084
8588,2303576433490920
8589,2303562417555002
8590,2303729132246244
8591,2302841175810366
8592,2303609737510729
8593,2303872743014946
8594,2303809328147926
8595,2303453830933156
8596,2300998020834961
8597,2300369560856898
8598,2299970827521628
8599,2303636953255917
8600,2300952259667653
8601,2304113657071255
8602,2301065768783458
8603,2293261209408794
8604,2300407369010354
8605,2295496447436068
8606,2302753477102498
8607,2303715301206586
8608,2302972839585108
8609,2303384040230788
8610,2303659163739817
8611,2303987347016482
8612,2297478036986306
8613,2299620694423585
8614,2300874404033674
8615,2298653555800489
8616,2304017773497575
8617,2303143833599845
8618,2299990105225774
8619,2298824134602312
8620,2303933223760549
8621,2303566277668987
8622,2300793909121566
8623,2304084629488814
8624,2304069937036042
8625,2303960440150843
8626,2302840166781762
8627,2303887998693090
8628,2300440105141514
8629,2303700411988840
8630,2298063858153580
8631,2303089764619220
8632,2303888953377518
8633,2303724116165848
8634,2301049454908688
8635,2303942427727127
8636,2301645940455069
8637,2303778432681856
8638,2300697907265330
8639,2281776630779316
8640,2302676482417848
8641,2304042352206680
8642,2279091359845181
8643,2303804306383507
8644,2303854731909760
8645,2303875395547522
8646,2300734440091113
8647,2303633754528552
8648,2302738756675557
8649,2303837125974508
8650,2303534227516226
8651,2303378341979700
8652,2303955350246529
8653,2304107939422788
8654,2303960322621902
8655,2302640398583437
8656,2303976484501924
8657,2303442546457972
8658,2303776708530731
8659,2302225291216910
8660,2303112072304066
8661,2302127726813470
8662,2302132767534215
8663,2303603362236582
8664,2302025783781728
8665,2302080045887426
8666,2302402333729614
8667,2302560696240744
8668,2301855562917180
8669,2302354019391764
8670,2302555293043396
8671,2298839138856960
8672,2302977937067989
8673,2303583506484290
8674,2304041335022435
8675,2301815389731784
8676,2302711466111790
8677,2302955540646794
8678,2303742398110783
8679,2301448589219392
8680,2303713999012668
8681,2298650375642112
8682,2302774277007668
8683,2303776892754498
8684,2302673535683085
8685,2304091913210436
8686,2302416882812210
8687,2303229095010094
8688,2303429821570679
8689,2303309211104464
8690,2301939267308950
8691,2302502275667007
8692,2303856193384950
8693,2303749926007486
8694,2302255403438070
8695,2303485170564356
8696,2304069546415576
8697,2303110233669108
8698,2302648081003764
8699,2302905756243250
8700,2303026614204376
8701,2302955995261046
8702,2303208318026620
8703,2302279325292625
8704,2303918297218894
8705,2301489239349936
8706,2298733909997156
8707,2303175566400530
8708,2302028028514000
8709,2302644499525272
8710,2302990786268961
8711,2304092800596292
8712,2303994198234242
8713,2303997362154409
8714,2303085602526728
8715,2303366248009556
8716,2301134007673746
8717,2295781489039684
8718,2301175287561248
8719,2302281260467552
8720,2303633085864193
8721,2302582735202538
8722,2300972185233188
8723,2302792926234126
8724,2302589896896128
8725,2279093505801450
8726,2302925979324082
8727,2301727886307494
8728,2302364584321554
8729,2301798290900438
8730,2303669106109886
8731,2303443799712702
8732,2301989719779576
8733,2302818154435509
8734,2299987594106602
8735,2303194857130155
8736,2280212904461156
8737,2299049166225455
8738,2303900308609244
8739,2303959374334019
8740,2292441942891283
8741,2303778456755834
8742,2292237701871562
8743,2303480601991157
8744,2303951007313946
8745,2303889752310709
8746,2301761242544030
8747,2303101098420864
8748,2303740388092651
8749,2303702749966925
8750,2302013653627266
8751,2293511964057096
8752,2301798538066169
8753,2302795927226755
8754,2302807859969910
8755,2303905053921327
8756,2304165228803860
8757,2302935650638338
8758,2303994913904778
8759,2303266600692450
8760,2302896002590103
8761,2304039618384992
8762,2301835474212381
8763,2303336967909256
8764,2302767726112239
8765,2295978246650018
8766,2303432845818570
8767,2300727487419752
8768,2301281413290423
8769,2303459561679964
8770,2302224695401477
8771,2303558430915384
8772,2303498095330634
8773,2303476650108125
8774,2301024099292900
8775,2303681177947266
8776,2300874832576291
8777,2301595139428152
8778,2303625882643150
8779,2298967850218647
8780,2303716325269933
8781,2301718315735078
8782,2304081008938161
8783,2301124906645970
8784,2303569880041159
8785,2303616921209924
8786,2303180327498360
8787,2303741762125287
8788,2302225117099018
8789,2299119165372912
8790,2304028771711156
8791,2303621091946160
8792,2304031941014042
8793,2300486848227353
8794,2303618163510290
8795,2298761495153990
8796,2301445065777940
8797,2303850464085174
8798,2301919391871984
8799,2304177387895340
8800,2303466862607815
8801,2295693089069822
8802,2302658239304984
8803,2291925096084746
8804,2304078596462824
8805,2303421444940262
8806,2297372344279565
8807,2280422786583994
8808,2300328366496366
8809,2301568981702846
8810,2303004386853993
8811,2303596835622118
8812,2304054008869260
8813,2303670476917728
8814,2303133742068874
8815,2303779990070770
8816,2303804792624686
8817,2303671584805748
8818,2301783023248956
8819,2303643735593236
8820,2304046875973730
8821,2303664234600256
8822,2300830971149068
8823,2299997831777956
8824,2303659783727424
8825,2303768296227734
8826,2299120018671532
8827,2300778192899810
8828,2303877071527750
8829,2303777486141436
8830,2304069808671416
8831,2304084006123508
8832,2303653050070690
8833,2303123495444515
8834,2304072850474340
8835,2304102641907594
8836,2304069455951874
8837,2300231338062114
8838,2304025867377290
8839,2301912391439142
8840,2304008409196332
8841,2302907938089134
8842,2303960522716351
8843,2302478822084228
8844,2303570033114386
8845,2301391475984758
8846,2303546578237959
8847,2302629313060942
8848,2301113649481545
8849,2302338510270401
8850,2301449908228751
8851,2303503133150106
8852,2302535576716585
8853,2300507993547166
8854,2300548281625829
8855,2298591344449127
8856,2303952432801346
8857,2300786436419054
8858,2302389091161003
8859,2298522171224732
8860,2291944627033060
8861,2295925949833018
8862,2302220658455024
8863,2303722475578410
8864,2297135628911226
8865,2303761751137318
8866,2304075376601340
8867,2299996789656762
8868,2300342026589948
8869,2303100455533974
8870,2303604808737530
8871,2284590369431880
8872,2286779094817448
8873,2303569825801398
8874,2292223661418788
8875,2301550608509560
8876,2302934575020418
8877,2303739441039590
8878,2301071384532012
8879,2270059083134314
8880,2293245995775526
8881,2303785845946879
8882,2303064738638796
8883,2303966282746424
8884,2304131742137226
8885,2302527686651548
8886,2303473970044153
8887,2303955658012597
8888,2278515265169375
8889,2302940646270548
8890,2303777154057950
8891,2300587900649184
8892,2299188318515307
8893,2277832850050704
8894,2303776098123632
8895,2303486411370250
8896,2304038444360806
8897,2299541276410214
8898,2301637116430615
8899,2303856575288379
8900,2302499407672806
8901,2304050782330574
8902,2300527679397498
8903,2295074874796545
8904,2301750020105079
8905,2302302884534301
8906,2300501171234500
8907,2302258006456364
8908,2294676507022911
8909,2304017756238894
8910,2301699418406066
8911,2303098942536552
8912,2302630572923208
8913,2304104702621402
8914,2302504540189294
8915,2301589217758493
8916,2300183748052438
8917,2304047035529385
8918,2304013956547413
8919,2303778399402006
8920,2294710380832950
8921,2304009377563082
8922,2301172534251886
8923,2303421857862907
8924,2301033066829948
8925,2301680468644857
8926,2300994464983893
8927,2301481058614068
8928,2301375522502966
8929,2303889001144551
8930,2300280153253004
8931,2301986912441418
8932,2302385525640661
8933,2303327223033146
8934,2303726884603012
8935,2303310111345328
8936,2303300604090759
8937,2303301022193724
8938,2302868013094750
8939,2303994863658574
8940,2302568080751935
8941,2302879929491530
8942,2303300024307004
8943,2303929588168953
8944,2302574094655528
8945,2303930618382213
8946,2303647847084800
8947,2303925307916596
8948,2302844058266488
8949,2303897645716572
8950,2304094621031354
8951,2303130144861343
8952,2303924285591995
8953,2303164184445134
8954,2302829521261738
8955,2302867094646288
8956,2304035824962690
8957,2303656772748128
8958,2303905183187576
8959,2303958497904227
8960,2300589466376086
8961,2300512712575878
8962,2302924030955967
8963,2301045790944072
8964,2301357345854573
8965,2304139400079010
8966,2303885883528970
8967,2303524944406176
8968,2303781527029894
8969,2303549682056296
8970,2303928261953880
8971,2301910957925958
8972,2302580108049668
8973,2303675381544066
8974,2301159014851172
8975,2298715257537814
8976,2303640214292966
8977,2300899657007808
8978,2296063556567512
8979,2303565767342666
8980,2303482881472866
8981,2303559065791048
8982,2303983176218326
8983,2303447123825215
8984,2301314181321313
8985,2301559368408050
8986,2301587712901938
8987,2302100133049124
8988,2301772961092162
8989,2302859528938656
8990,2303842150606366
8991,2303726835866099
8992,2300334146801386
8993,2302453738135440
8994,2303083221570252
8995,2298346086797276
8996,2303712056206700
8997,2297678911155505
8998,2303761843962201
8999,2296538301292610
9000,2303565076272274
9001,2303942487472193
9002,2303648481100534
9003,2303251292040070
9004,2302417695543566
9005,2301395555207081
9006,2302877909709980
9007,2303066989706594
9008,2303136091336412
9009,2301349360300564
9010,2303184462750585
9011,2301429646218494
9012,2303162795365745
9013,2301552646529360
9014,2301874354722960
9015,2303190569281224
9016,2303337053918714
9017,2301589122585836
9018,2302244123078644
9019,2303541096571218
9020,2303203642249458
9021,2299000602243894
9022,2301647707606461
9023,2302234007982850
9024,2303391511371738
9025,2303958283415007
9026,2303001542035622
9027,2303974322291982
9028,2303516427274680
9029,2302664628415083
9030,2300464633301785
9031,2303637419990353
9032,2301853259595668
9033,2303756059991208
9034,2303229448085772
9035,2303069446453773
9036,2302328100937246
9037,2301986308095196
9038,2302637236162123
9039,2303821932413598
9040,2303976961543240
9041,2303997708666366
9042,2303031831680299
9043,2303959520710708
9044,2300971541313040
9045,2303336656927372
9046,2302365287378052
9047,2303863991473388
9048,2304018407614256
9049,2302299664855137
9050,2299622163912478
9051,2298265757418102
9052,2304146815813582
9053,2303662682658332
9054,2300626402766558
9055,2301843474810106
9056,2303978280852227
9057,2296468378907931
9058,2301631606395151
9059,2303315586186704
9060,2303688175192410
9061,2302709404730438
9062,2301450175215887
9063,2303790526270115
9064,2303761866401485
9065,2301914227293853
9066,2303585462535810
9067,2303501198389276
9068,2300661968477424
9069,2303983983595896
9070,2303633581586590
9071,2303677163934154
9072,2254927320192832
9073,2298113055823467
9074,2304059524626344
9075,2297676406349742
9076,2255923121715510
9077,2296551918928532
9078,2298168452252751
9079,2295851437689740
9080,2303269114761288
9081,2304075148762638
9082,2300314389721693
9083,2303566200292422
9084,2299951326591108
9085,2303626449298513
9086,2304042946242353
9087,2303677723655466
9088,2300914731173989
9089,2304085643648042
9090,2298915651820166
9091,2303634230594498
9092,2304041658296892
9093,2302618410843448
9094,2304046536904113
9095,2303817758717453
9096,2304126294697484
9097,2300772163538192
9098,2303413752685504
9099,2302928901758006
9100,2302803979115976
9101,2303077835682376
9102,2301931403619534
9103,2303649146024668
9104,2298121458980195
9105,2282355317866633
9106,2303225289083818
9107,2299922015944448
9108,2303010878061605
9109,2303204658206736
9110,2304065327522868
9111,2299689854812294
9112,2300236801754724
9113,2301997729741940
9114,2300673518172709
9115,2303494442349536
9116,2303597848225242
9117,2303633209402934
9118,2298343061708350
9119,2302866685800149
9120,2303565625191403
9121,2298662923296852
9122,2304033247686437
9123,2303146696521694
9124,2301583673662602
9125,2301654385046406
9126,2304068870105122
9127,2303724597191972
9128,2299406362222932
9129,2303224753899249
9130,2303367003553668
9131,2303761016498370
9132,2302823781440698
9133,2303386035429450
9134,2297714276263124
9135,2300300145851930
9136,2274276896540588
9137,2299872588310561
9138,2303668470226252
9139,2303411934455964
9140,2303867705635098
9141,2304066392277178
9142,2304059940680224
9143,2300069995712028
9144,2301468038482840
9145,2303198466124754
9146,2304044614022254
9147,2301614878555482
9148,2303090247681140
9149,2303613337314092
9150,2302660805278940
9151,2280001914606270
9152,2300947299153488
9153,2303345032871092
9154,2303083315988302
9155,2303742434522304
9156,2300378972610820
9157,2303909695675040
9158,2302575198263498
9159,2298872604880338
9160,2303721267025280
9161,2303518553866983
9162,2303538087693794
9163,2302627329182798
9164,2303206747947536
9165,2303406945603816
9166,2303411018036295
9167,2302185577205562
9168,2300392794036136
9169,2303533019079243
9170,2303051441975128
9171,2302598736425480
9172,2304142941070820
9173,2303376040455104
9174,2303257275949626
9175,2303318733022824
9176,2302315265611221
9177,2303320062258984
9178,2298756179062658
9179,2303261266543659
9180,2303020477902378
9181,2304056890943924
9182,2303754484327506
9183,2300686218583954
9184,2304139665582366
9185,2303872260523293
9186,2303194239497328
9187,2302970993322095
9188,2303560778743589
9189,2303256961950840
9190,2297878807930130
9191,2302193665440917
9192,2303007814141197
9193,2303786159546302
9194,2303236745456684
9195,2302981565412935
9196,2302377524713842
9197,2301126781592820
9198,2303855636673432
9199,2302366516817226
9200,2303123867034846
9201,2303790301531392
9202,2301867482418766
9203,2300282006839575
9204,2302880191262784
9205,2301831976443328
9206,2301386672278976
9207,2259317334766564
9208,2303415107206129
9209,2288390904920944
9210,2299182967789766
9211,2299967392067208
9212,2300663799729678
9213,2303701853944586
9214,2294198543836050
9215,2300467517869998
9216,2301561987256160
9217,2298846400199904
9218,2302537972626390
9219,2298518186802546
9220,2296161978263086
9221,2282057595181902
9222,2302549069509056
9223,2302033673223072
9224,2302745712987533
9225,2295903495097472
9226,2295654375695394
9227,2289794316431118
9228,2302494106912891
9229,2303592444571146
9230,2295982437432574
9231,2303561401290485
9232,2303231298200976
9233,2296010874582265
9234,2302037869336337
9235,2303758053539477
9236,2293665359237218
9237,2303725515873792
9238,2304095081654364
9239,2303763727212646
9240,2303423362790858
9241,2300179848259172
9242,2303255549340084
9243,2289911645169718
9244,2302584275600984
9245,2303399082367068
9246,2293911540709695
9247,2256216839140871
9248,2303772978092830
9249,2302084754370151
9250,2301814948118834
9251,2303832548739348
9252,2301098353175638
9253,2300740424082264
9254,2295826506846355
9255,2302566513830525
9256,2303348209273648
9257,2302626221183105
9258,2302568006217006
9259,2303206706717522
9260,2300060344667358
9261,2302247410726126
9262,2303869939427628
9263,2301723124566760
9264,2304127947578222
9265,2303513925767827
9266,2303529516650039
9267,2303348891611447
9268,2302216481903678
9269,2302695511031829
9270,2302254968847824
9271,2302738343208212
9272,2301668976190110
9273,2302805817539636
9274,2303562702588067
9275,2304182768652756
9276,2303056548971781
9277,2303504958519878
9278,2303571034501124
9279,2303371611306672
9280,2303919841175494
9281,2304150351893665
9282,2304058372478460
9283,2297994916097082
9284,2301818762246776
9285,2304036635329062
9286,2303994481982578
9287,2293302690008810
9288,2300994069837002
9289,2304087633832074
9290,2303640200767504
9291,2265240689809396
9292,2303070141069347
9293,2303018328777957
9294,2301803714768452
9295,2301422101378600
9296,2303449634719105
9297,2297925792749254
9298,2298818824616399
9299,2301685313167719
9300,2303045561828115
9301,2301109199133702
9302,2301537163812406
9303,2300796483125181
9304,2301599904519226
9305,2303758174895771
9306,2302633490330744
9307,2297950153875506
9308,2304169663362241
9309,2303667991550086
9310,2300182881544148
9311,2302825469424206
9312,2304008739955002
9313,2302377074581959
9314,2301885613237075
9315,2304005068381068
9316,2302106915605812
9317,2301799870959752
9318,2300737883132414
9319,2299475723487146
9320,2301000690467680
9321,2302693544284464
9322,2303167204630344
9323,2301123926602528
9324,2299260905119734
9325,2302872215265352
9326,2303205955436506
9327,2296374086876121
9328,2303649241666652
9329,2283647103910200
9330,2302575982394847
9331,2303195622245013
9332,2302520443872452
9333,2300137532561507
9334,2303186006876199
9335,2301861657425991
9336,2303564060585202
9337,2301959287710888
9338,2302975222740153
9339,2303329469553228
9340,2300645434688322
9341,2303902552947486
9342,2299346886432376
9343,2303632091509184
9344,2303643390870144
9345,2302319969682540
9346,2302673537041561
9347,2302292355417860
9348,2301598649677215
9349,2303162529398691
9350,2297328434066073
9351,2298073230183758
9352,2302808132770996
9353,2304120842398055
9354,2303196072758298
9355,2304041974782170
9356,2300220677266603
9357,2303248745504171
9358,2303089156856300
9359,2300448346288398
9360,2302746023887463
9361,2300584900206156
9362,2303158708074174
9363,2298765678187191
9364,2302673321729158
9365,2294980796133387
9366,2299834059112874
9367,2304105337090696
9368,2304064483609228
9369,2300506820601465
9370,2297147715624185
9371,2302898981723300
9372,2302998651593764
9373,2303867031653282
9374,2299152441367302
9375,2303557935674057
9376,2296655255944564
9377,2300331099337594
9378,2303383010175808
9379,2303667640837649
9380,2303469881483288
9381,2303809836152376
9382,2304017316189710
9383,2300489563281230
9384,2303389168411966
9385,2303549501083740
9386,2303852490966779
9387,2303423406481788
9388,2303331009347664
9389,2303129769620600
9390,2303125507524511
9391,2304102373917030
9392,2301294741281268
9393,2303468704543824
9394,2302320275653516
9395,2303296786577070
9396,2301911421867154
9397,2302920435471999
9398,2303947368974878
9399,2302917501656900
9400,2302513560949932
9401,2302698453617224
9402,2303142119661876
9403,2297820527209426
9404,2304164577866072
9405,2303978543465133
9406,2297680011582715
9407,2297276817128023
9408,2303959344313669
9409,2297486417575470
9410,2303992102377408
9411,2299523351833413
9412,2302917409592918
9413,2301922297118518
9414,2302018326085864
